modlem,all,all,25,84.32195975503062,0.1567804024496938,17396
random-forest,all,all,25,90.04374453193351,0.09956255468066491,1640
modlem-bagging,half,no_pix,25,74.54481792717087,0.2545518207282913,24702
modlem,all,no_pix,25,72.5984251968504,0.2740157480314961,18059
modlem-boosting,half,no_pix,50,78.47769028871392,0.2152230971128609,109999
random-modlem,all,all,25,84.1819772528434,0.15818022747156604,103543
modlem-boosting,half,all,75,88.43322818086224,0.1156677181913775,298661
modlem-boosting,all,no_pix,25,78.35520559930009,0.21644794400699913,132848
random-forest,half,no_pix,25,79.9719887955182,0.20028011204481794,1005
modlem-boosting,all,no_pix,75,81.78477690288715,0.18215223097112862,2230950
modlem,all,all,50,86.16797900262468,0.13832020997375327,105396
modlem,half,no_pix,50,74.06824146981627,0.2593175853018373,17024
modlem,half,all,75,84.43743427970557,0.15562565720294427,49205
modlem,half,all,25,79.16666666666667,0.20833333333333334,4041
random-modlem,all,all,75,88.55643044619423,0.11443569553805774,1721190
random-modlem,all,no_pix,50,77.63779527559055,0.22362204724409449,611358
modlem-boosting,all,all,25,88.04899387576553,0.1195100612423447,117174
modlem-bagging,half,all,50,85.30183727034121,0.14698162729658792,161919
modlem-bagging,half,all,25,82.28291316526611,0.17717086834733894,28232
random-modlem,half,no_pix,25,75.10504201680672,0.24894957983193278,15051
modlem-bagging,all,no_pix,25,75.32808398950131,0.24671916010498687,196273
modlem,half,no_pix,75,75.0788643533123,0.24921135646687698,51010
modlem,half,all,50,83.2020997375328,0.1679790026246719,15753
modlem-boosting,all,all,50,88.9501312335958,0.110498687664042,594643
modlem-bagging,all,no_pix,75,77.9002624671916,0.220997375328084,3105972
random-forest,half,all,75,90.22082018927445,0.09779179810725552,2195
modlem-bagging,all,all,50,88.26771653543307,0.1173228346456693,943238
modlem-boosting,half,no_pix,25,77.27591036414566,0.22724089635854341,19383
modlem-bagging,all,all,75,89.86876640419948,0.10131233595800525,2844069
modlem,half,no_pix,25,73.03921568627452,0.2696078431372549,3415
random-forest,half,all,50,88.87139107611549,0.11128608923884514,1521
random-forest,all,all,75,91.39107611548556,0.08608923884514436,4467
random-modlem,half,no_pix,75,77.07676130389063,0.22923238696109358,217286
modlem,all,no_pix,50,75.06561679790026,0.24934383202099739,101483
modlem-bagging,all,no_pix,50,76.40419947506561,0.23595800524934382,1087149
random-forest,half,no_pix,75,80.96740273396425,0.19032597266035753,2257
random-modlem,half,all,50,84.14698162729658,0.15853018372703412,95773
random-forest,half,no_pix,50,81.83727034120734,0.1816272965879265,1593
random-modlem,half,all,75,84.54258675078864,0.15457413249211358,271577
random-modlem,half,no_pix,50,76.7979002624672,0.23202099737532808,87972
modlem-boosting,half,all,25,83.71848739495799,0.16281512605042017,22904
random-modlem,all,no_pix,25,75.53805774278216,0.24461942257217847,97948
random-forest,all,no_pix,50,82.41469816272966,0.17585301837270342,3194
modlem,all,all,75,88.34645669291339,0.11653543307086614,265109
modlem-bagging,all,all,25,86.50918635170603,0.13490813648293964,178424
modlem-boosting,half,all,50,86.8766404199475,0.13123359580052493,118011
modlem,all,no_pix,75,76.95538057742782,0.2304461942257218,267351
modlem-boosting,all,no_pix,50,79.60629921259843,0.20393700787401575,728227
random-forest,all,no_pix,25,80.41994750656168,0.1958005249343832,1744
random-forest,half,all,25,87.04481792717087,0.12955182072829133,999
modlem-boosting,all,all,75,90.28871391076116,0.09711286089238845,1712252
random-forest,all,all,50,90.39370078740157,0.09606299212598425,2992
random-modlem,half,all,25,80.95238095238095,0.19047619047619047,16898
modlem-boosting,half,no_pix,75,80.65194532071504,0.19348054679284962,329179
random-modlem,all,all,50,87.53280839895014,0.12467191601049869,617848
modlem-bagging,half,no_pix,50,76.27296587926509,0.23727034120734908,166784
modlem-bagging,half,all,75,86.54048370136698,0.13459516298633017,492485
random-modlem,all,no_pix,75,79.63254593175853,0.2036745406824147,1568915
modlem-bagging,half,no_pix,75,76.8664563617245,0.231335436382755,461635
random-forest,all,no_pix,75,82.78215223097114,0.1721784776902887,4920
modlem-boosting,half,all,25,83.61344537815125,0.1638655462184874,22715
random-modlem,all,no_pix,75,79.37007874015748,0.2062992125984252,1579818
random-modlem,half,all,50,83.30708661417323,0.16692913385826771,92023
random-modlem,all,all,25,83.34208223972003,0.16657917760279964,90975
modlem-bagging,all,all,75,89.86876640419948,0.10131233595800525,2872063
random-forest,half,no_pix,50,81.73228346456693,0.1826771653543307,1609
random-forest,half,no_pix,25,79.09663865546219,0.20903361344537816,1007
random-forest,all,no_pix,25,80.41994750656168,0.1958005249343832,1770
modlem-bagging,half,no_pix,50,76.3254593175853,0.236745406824147,172524
modlem-boosting,half,no_pix,25,77.06582633053222,0.22934173669467786,19768
random-modlem,all,all,75,88.60892388451444,0.11391076115485564,1758534
modlem-bagging,all,no_pix,50,76.61417322834646,0.23385826771653542,974676
modlem-boosting,half,no_pix,75,77.49737118822293,0.22502628811777076,326913
modlem,all,no_pix,75,76.95538057742782,0.2304461942257218,302460
modlem-bagging,half,all,75,86.64563617245005,0.13354363827549948,519908
random-forest,half,no_pix,75,81.28286014721346,0.1871713985278654,2321
modlem-boosting,all,no_pix,75,80.83989501312335,0.19160104986876642,2012062
random-forest,half,all,75,90.4311251314406,0.09568874868559411,2149
modlem-bagging,all,all,25,86.77165354330708,0.13228346456692913,174458
random-modlem,half,no_pix,75,77.28706624605678,0.22712933753943218,254498
modlem-bagging,half,all,25,82.14285714285714,0.17857142857142858,30536
modlem-bagging,half,all,50,85.249343832021,0.14750656167979004,171542
modlem,all,no_pix,50,75.06561679790026,0.24934383202099739,119250
modlem,all,no_pix,25,72.5984251968504,0.2740157480314961,18383
modlem-boosting,half,all,75,87.48685594111461,0.12513144058885384,300538
modlem-boosting,all,no_pix,50,79.4750656167979,0.205249343832021,775841
modlem-bagging,all,no_pix,75,78.00524934383202,0.2199475065616798,2897897
modlem-boosting,all,all,25,88.17147856517936,0.11828521434820648,104231
modlem-bagging,half,no_pix,25,74.71988795518207,0.25280112044817926,26122
random-forest,half,all,50,88.71391076115485,0.11286089238845144,1537
random-modlem,all,no_pix,50,77.24409448818898,0.22755905511811023,606990
random-forest,all,all,75,91.0761154855643,0.08923884514435695,4485
random-forest,all,no_pix,50,82.36220472440945,0.1763779527559055,3283
modlem,all,all,25,84.32195975503062,0.1567804024496938,17444
modlem-bagging,all,no_pix,25,75.13560804899387,0.24864391951006123,174189
random-forest,all,all,25,89.78127734033247,0.10218722659667541,1655
modlem,half,no_pix,50,74.06824146981627,0.2593175853018373,16216
random-modlem,half,no_pix,25,75.03501400560224,0.2496498599439776,14376
random-forest,half,all,25,86.83473389355743,0.13165266106442577,986
modlem-boosting,half,all,50,86.8241469816273,0.13175853018372705,117368
modlem,half,all,75,84.43743427970557,0.15562565720294427,54049
random-modlem,all,all,50,87.9002624671916,0.120997375328084,571532
random-modlem,half,all,75,85.59411146161935,0.1440588853838065,259346
random-forest,all,all,50,90.62992125984252,0.09370078740157481,3017
random-modlem,half,all,25,80.00700280112045,0.19992997198879553,17649
random-modlem,half,no_pix,50,76.7979002624672,0.23202099737532808,92930
modlem-boosting,all,all,50,89.501312335958,0.10498687664041995,591068
modlem,half,all,25,79.16666666666667,0.20833333333333334,3915
random-modlem,all,no_pix,25,75.06561679790026,0.24934383202099739,86548
modlem,all,all,50,86.16797900262468,0.13832020997375327,106415
modlem,half,no_pix,25,73.03921568627452,0.2696078431372549,3484
modlem-boosting,half,no_pix,50,79.37007874015748,0.2062992125984252,115613
modlem-bagging,all,all,50,88.13648293963254,0.11863517060367454,928134
modlem,half,all,50,83.2020997375328,0.1679790026246719,16921
modlem-boosting,all,all,75,90.55118110236221,0.09448818897637795,1700016
random-forest,all,no_pix,75,83.04461942257218,0.16955380577427823,4909
modlem,all,all,75,88.34645669291339,0.11653543307086614,293553
modlem-bagging,half,no_pix,75,75.92008412197687,0.24079915878023134,420008
modlem,half,no_pix,75,75.0788643533123,0.24921135646687698,51692
modlem-boosting,all,no_pix,25,78.18022747156606,0.21819772528433945,132578
modlem-boosting,all,no_pix,25,77.72528433945757,0.22274715660542432,129950
random-forest,all,no_pix,25,79.9825021872266,0.20017497812773402,1772
random-forest,all,no_pix,75,83.41207349081365,0.16587926509186351,4820
random-modlem,half,all,50,82.83464566929133,0.17165354330708663,104152
modlem-bagging,all,all,50,87.58530183727034,0.1241469816272966,988926
modlem-bagging,all,all,25,86.00174978127734,0.1399825021872266,175039
modlem-bagging,half,no_pix,50,75.53805774278216,0.24461942257217847,135603
random-modlem,all,all,25,83.00962379702537,0.16990376202974627,88918
modlem-boosting,all,all,25,87.8565179352581,0.12143482064741908,110065
modlem,half,all,50,83.2020997375328,0.1679790026246719,17540
modlem,all,all,25,84.32195975503062,0.1567804024496938,17699
modlem,all,all,50,86.16797900262468,0.13832020997375327,92669
random-modlem,half,no_pix,50,77.21784776902886,0.22782152230971128,82127
modlem,half,no_pix,50,74.06824146981627,0.2593175853018373,16620
modlem-boosting,all,no_pix,50,79.26509186351706,0.2073490813648294,800239
random-modlem,half,all,75,85.068349106204,0.14931650893796003,298312
random-modlem,half,all,25,80.25210084033614,0.19747899159663865,17852
modlem-boosting,all,no_pix,75,80.26246719160105,0.1973753280839895,2030305
random-forest,half,no_pix,75,80.86225026288118,0.19137749737118823,2274
modlem-boosting,half,no_pix,75,81.1777076761304,0.1882229232386961,328598
modlem,all,no_pix,50,75.06561679790026,0.24934383202099739,116530
random-forest,half,all,25,86.44957983193277,0.13550420168067226,979
modlem-bagging,half,no_pix,75,77.07676130389063,0.22923238696109358,415172
modlem,all,all,75,88.34645669291339,0.11653543307086614,282750
random-forest,half,no_pix,50,81.46981627296589,0.18530183727034122,1608
random-forest,half,all,75,90.11566771819138,0.09884332281808622,2196
modlem,half,all,75,84.43743427970557,0.15562565720294427,56698
random-modlem,all,no_pix,25,75.10061242344707,0.2489938757655293,94907
random-forest,all,all,50,90.41994750656168,0.09580052493438321,2958
modlem,all,no_pix,75,76.95538057742782,0.2304461942257218,316078
random-modlem,all,no_pix,50,78.08398950131233,0.21916010498687663,616510
random-forest,all,all,75,91.70603674540682,0.08293963254593176,4504
modlem,half,all,25,79.16666666666667,0.20833333333333334,3625
modlem-bagging,all,no_pix,75,77.69028871391076,0.2230971128608924,2852784
modlem-boosting,half,no_pix,50,78.53018372703411,0.2146981627296588,129646
modlem-boosting,half,no_pix,25,77.17086834733894,0.22829131652661064,19590
random-forest,all,no_pix,50,82.54593175853019,0.17454068241469817,3220
modlem-bagging,half,all,75,86.22502628811777,0.1377497371188223,444859
modlem-bagging,half,all,25,81.687675070028,0.18312324929971988,28416
modlem-boosting,half,all,25,83.01820728291317,0.16981792717086835,22423
random-modlem,all,all,50,87.71653543307086,0.12283464566929134,640570
modlem,all,no_pix,25,72.5984251968504,0.2740157480314961,16164
random-forest,all,all,25,90.4811898512686,0.09518810148731409,1627
modlem-boosting,all,all,75,90.23622047244095,0.09763779527559055,1729689
modlem-boosting,half,all,75,88.53838065194532,0.11461619348054679,300907
modlem-bagging,all,no_pix,25,75.39807524059492,0.24601924759405075,166834
random-modlem,all,no_pix,75,79.05511811023622,0.2094488188976378,1579296
modlem,half,no_pix,25,73.03921568627452,0.2696078431372549,3271
modlem-boosting,half,all,50,86.03674540682415,0.13963254593175853,129847
random-modlem,half,no_pix,75,78.12828601472134,0.21871713985278654,250937
modlem-bagging,all,all,75,89.29133858267717,0.10708661417322834,2894603
modlem,half,no_pix,75,75.0788643533123,0.24921135646687698,47105
modlem-bagging,half,no_pix,25,74.54481792717087,0.2545518207282913,23376
random-forest,half,all,50,88.60892388451444,0.11391076115485564,1534
modlem-boosting,all,all,50,89.68503937007874,0.1031496062992126,626500
random-modlem,half,no_pix,25,75.07002801120449,0.24929971988795518,14866
modlem-bagging,half,all,50,85.14435695538057,0.14855643044619424,161483
random-forest,half,no_pix,25,79.6218487394958,0.20378151260504201,1016
random-modlem,all,all,75,88.13648293963254,0.11863517060367454,1648939
modlem-bagging,all,no_pix,50,76.2992125984252,0.23700787401574802,1095906
modlem,all,all,25,84.32195975503062,0.1567804024496938,17652
modlem,half,all,25,79.16666666666667,0.20833333333333334,3741
random-forest,all,no_pix,75,83.04461942257218,0.16955380577427823,4835
modlem-boosting,half,no_pix,50,78.11023622047244,0.2188976377952756,121886
modlem-bagging,all,all,50,88.03149606299213,0.11968503937007874,1019754
modlem-bagging,all,no_pix,75,77.74278215223097,0.22257217847769029,3122168
modlem-bagging,all,all,25,86.54418197725285,0.13455818022747157,163262
modlem-boosting,half,all,75,89.06414300736067,0.10935856992639327,285214
modlem-boosting,half,no_pix,25,77.24089635854342,0.22759103641456582,20272
modlem-bagging,half,no_pix,50,76.11548556430446,0.2388451443569554,157309
modlem,half,no_pix,50,74.06824146981627,0.2593175853018373,16843
random-forest,half,no_pix,75,81.70347003154573,0.1829652996845426,2253
modlem,half,no_pix,25,73.03921568627452,0.2696078431372549,3284
random-modlem,half,all,25,80.5672268907563,0.19432773109243698,16922
random-modlem,all,no_pix,50,77.53280839895014,0.22467191601049868,611883
random-modlem,half,all,50,82.83464566929133,0.17165354330708663,92349
modlem-boosting,all,all,25,88.27646544181977,0.11723534558180228,106519
modlem,half,all,75,84.43743427970557,0.15562565720294427,53320
modlem-boosting,all,all,50,89.89501312335958,0.1010498687664042,552640
random-modlem,all,all,25,83.35958005249344,0.16640419947506563,104623
random-modlem,half,no_pix,25,74.29971988795518,0.25700280112044815,14681
random-forest,half,all,75,90.22082018927445,0.09779179810725552,2184
modlem-bagging,all,no_pix,50,75.95800524934383,0.24041994750656168,1033778
random-forest,all,no_pix,50,82.70341207349081,0.17296587926509185,3272
modlem-boosting,half,all,50,86.40419947506561,0.13595800524934384,105262
modlem,all,all,50,86.16797900262468,0.13832020997375327,105626
random-modlem,half,no_pix,50,76.69291338582677,0.23307086614173228,77032
random-forest,all,all,50,90.76115485564304,0.09238845144356955,2976
random-forest,half,all,50,88.13648293963254,0.11863517060367454,1541
modlem-bagging,half,no_pix,75,76.65615141955836,0.2334384858044164,448253
random-modlem,all,all,75,88.13648293963254,0.11863517060367454,1713835
modlem,all,no_pix,25,72.5984251968504,0.2740157480314961,18279
random-modlem,all,all,50,87.95275590551181,0.1204724409448819,578324
random-forest,half,all,25,87.21988795518207,0.12780112044817926,993
modlem-bagging,half,all,25,80.53221288515407,0.19467787114845939,31253
random-forest,half,no_pix,25,80.25210084033614,0.19747899159663865,997
random-modlem,all,no_pix,75,79.5275590551181,0.2047244094488189,1507339
modlem-boosting,half,all,25,83.92857142857143,0.16071428571428573,21973
modlem,all,all,75,88.34645669291339,0.11653543307086614,276755
modlem-boosting,half,no_pix,75,79.28496319663512,0.20715036803364878,335403
modlem-boosting,all,no_pix,25,78.16272965879266,0.2183727034120735,136477
modlem,all,no_pix,50,75.06561679790026,0.24934383202099739,110479
modlem-bagging,half,all,50,85.56430446194226,0.14435695538057744,178763
modlem-boosting,all,no_pix,75,79.26509186351706,0.2073490813648294,2145282
modlem,half,all,50,83.2020997375328,0.1679790026246719,18062
modlem,half,no_pix,75,75.0788643533123,0.24921135646687698,49884
modlem-bagging,all,all,75,89.18635170603675,0.10813648293963254,2647471
modlem-bagging,half,no_pix,25,74.64985994397759,0.2535014005602241,23683
random-modlem,half,all,75,85.48895899053628,0.14511041009463724,279983
modlem-bagging,all,no_pix,25,75.06561679790026,0.24934383202099739,175336
modlem-boosting,all,all,75,90.07874015748031,0.09921259842519685,1742082
random-forest,all,all,25,89.9737532808399,0.10026246719160105,1611
random-modlem,all,no_pix,25,75.59055118110236,0.2440944881889764,84602
modlem-boosting,all,no_pix,50,78.66141732283465,0.21338582677165355,766122
modlem,all,no_pix,75,76.95538057742782,0.2304461942257218,308796
random-forest,all,all,75,91.28608923884515,0.08713910761154856,4504
random-forest,half,no_pix,50,82.1522309711286,0.1784776902887139,1612
random-forest,all,no_pix,25,79.65004374453193,0.20349956255468066,1769
random-modlem,half,no_pix,75,76.97160883280758,0.2302839116719243,214997
modlem-bagging,half,all,75,86.85594111461619,0.13144058885383805,491201
random-forest,half,no_pix,25,79.90196078431373,0.20098039215686275,1017
random-modlem,all,all,25,84.12948381452318,0.15870516185476816,100482
modlem-boosting,all,no_pix,25,78.19772528433946,0.2180227471566054,143793
modlem-bagging,half,no_pix,50,75.38057742782152,0.2461942257217848,143338
modlem,all,no_pix,25,72.5984251968504,0.2740157480314961,17820
random-forest,all,no_pix,75,82.93963254593176,0.17060367454068243,4867
random-forest,half,no_pix,50,81.41732283464567,0.1858267716535433,1591
random-modlem,all,no_pix,50,77.66404199475066,0.22335958005249343,575398
modlem-bagging,all,no_pix,75,77.58530183727034,0.2241469816272966,2927273
modlem-boosting,half,no_pix,75,79.49526813880126,0.20504731861198738,341619
random-modlem,all,no_pix,25,75.2230971128609,0.24776902887139107,96717
modlem-bagging,half,all,25,82.45798319327731,0.17542016806722688,29768
modlem-boosting,all,no_pix,75,80.05249343832021,0.1994750656167979,2075556
random-modlem,all,all,50,87.97900262467192,0.12020997375328084,646346
modlem-boosting,all,all,75,91.23359580052494,0.08766404199475065,1670257
modlem-boosting,half,all,75,88.22292323869611,0.11777076761303891,334779
modlem,half,no_pix,75,75.0788643533123,0.24921135646687698,42002
modlem,all,no_pix,50,75.06561679790026,0.24934383202099739,101948
random-modlem,half,all,50,83.30708661417323,0.16692913385826771,88040
modlem,all,all,50,86.16797900262468,0.13832020997375327,105058
modlem-boosting,all,no_pix,50,79.18635170603675,0.20813648293963255,799600
random-forest,all,all,50,90.91863517060368,0.09081364829396325,2996
modlem-bagging,all,all,50,88.32020997375328,0.1167979002624672,929442
modlem-bagging,half,all,50,84.56692913385827,0.15433070866141732,149904
modlem,all,all,25,84.32195975503062,0.1567804024496938,17579
modlem-bagging,half,no_pix,75,76.34069400630915,0.23659305993690852,450932
modlem,all,no_pix,75,76.95538057742782,0.2304461942257218,317093
modlem,half,no_pix,50,74.06824146981627,0.2593175853018373,16481
random-modlem,half,all,25,81.3375350140056,0.18662464985994398,18441
modlem-boosting,half,all,50,86.56167979002625,0.13438320209973753,122590
random-forest,all,all,25,90.20122484689414,0.09798775153105861,1625
random-modlem,half,no_pix,50,76.7979002624672,0.23202099737532808,77713
modlem-bagging,half,no_pix,25,74.47478991596638,0.2552521008403361,24798
modlem-boosting,half,no_pix,25,78.04621848739495,0.21953781512605042,19367
modlem,half,all,75,84.43743427970557,0.15562565720294427,55731
random-forest,all,no_pix,25,80.61242344706912,0.19387576552930882,1759
random-modlem,all,no_pix,75,79.16010498687665,0.2083989501312336,1443705
modlem-bagging,all,no_pix,50,76.77165354330708,0.23228346456692914,999856
random-forest,all,all,75,91.44356955380577,0.08556430446194226,4492
random-forest,half,all,25,87.28991596638656,0.12710084033613445,981
modlem-boosting,all,all,50,89.39632545931758,0.10603674540682415,612808
random-modlem,half,all,75,84.75289169295479,0.15247108307045215,265784
modlem-boosting,half,no_pix,50,78.16272965879266,0.2183727034120735,123157
modlem-bagging,half,all,75,85.17350157728707,0.14826498422712933,482305
modlem-boosting,half,all,25,83.92857142857143,0.16071428571428573,22219
modlem,all,all,75,88.34645669291339,0.11653543307086614,290778
modlem-bagging,all,all,75,89.13385826771653,0.10866141732283464,2731552
random-modlem,all,all,75,88.24146981627297,0.11758530183727034,1713342
modlem,half,all,50,83.2020997375328,0.1679790026246719,19686
random-forest,all,no_pix,50,82.1259842519685,0.17874015748031497,3269
random-forest,half,all,50,88.76640419947506,0.11233595800524934,1547
modlem-bagging,all,no_pix,25,75.69553805774278,0.2430446194225722,175015
random-forest,half,all,75,90.22082018927445,0.09779179810725552,2140
modlem-boosting,all,all,25,87.97900262467192,0.12020997375328084,123343
modlem,half,all,25,79.16666666666667,0.20833333333333334,3921
modlem-bagging,all,all,25,86.14173228346456,0.13858267716535433,181382
random-modlem,half,no_pix,75,77.07676130389063,0.22923238696109358,242621
random-forest,half,no_pix,75,81.07255520504732,0.1892744479495268,2294
modlem,half,no_pix,25,73.03921568627452,0.2696078431372549,3484
random-modlem,half,no_pix,25,74.54481792717087,0.2545518207282913,15144
